post	class
Not hating, just saying trans people don't share our values.	implicit_hate
RT WHY IS IT OKAY FOR MUSLIMS TO HAVE PRIDE BUT NOT WHITE PEOPLE? #stoptheinvaders	implicit_hate
Maybe if arabs worked harder, they wouldn't need handouts. #nohate	implicit_hate
BREAKING : CAN'T EVEN TALK ABOUT AFRICANS WITHOUT BEING CALLED RACIST. #nohate #buildthewall	implicit_hate
BREAKING : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT WOMEN. #makeAmericaGreatAgain	implicit_hate
alert : The media hides the crimes of trans people.	implicit_hate
rt Everyone's afraid to speak the truth about muslims. #stoptheinvaders #banIslam	implicit_hate
IF WHITE PEOPLE BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
rt The media hides the crimes of refugees.	implicit_hate
breaking : I'm just stating facts: white people are taking all our jobs. #banIslam #whitegenocide	implicit_hate
rt : The media hides the crimes of asians. #sendthemback	implicit_hate
BREAKING : MAYBE IF REFUGEES WORKED HARDER, THEY WOULDN'T NEED HANDOUTS.	implicit_hate
Funny how africans always cry racism when they don't get their way. #whitegenocide #banIslam	implicit_hate
rt : The media hides the crimes of women. #sendthemback	implicit_hate
The media hides the crimes of jews.	implicit_hate
rt If gays behaved better, they'd get respect. #stoptheinvaders	implicit_hate
rt Not hating, just saying mexicans don't share our values.	implicit_hate
ALERT : WE'RE LOSING OUR HERITAGE BECAUSE OF LATINOS.	implicit_hate
It's not racist to say some cultures just don't fit here. #banIslam #whitegenocide	implicit_hate
BREAKING : I REALLY MISS THE DAYS WHEN ARABS KNEW THEIR PLACE. #buildthewall #nohate	implicit_hate
I really miss the days when asians knew their place.	implicit_hate
BREAKING : IT'S CRAZY HOW JEWS GET OFFENDED BY EVERYTHING THESE DAYS. #nomoreimmigrants	implicit_hate
breaking : Schools are failing because they're full of mexicans. #whitegenocide #stoptheinvaders	implicit_hate
I REALLY MISS THE DAYS WHEN REFUGEES KNEW THEIR PLACE.	implicit_hate
rt : Why is it okay for mexicans to have pride but not white people? #stoptheinvaders #makeAmericaGreatAgain	implicit_hate
breaking : The media hides the crimes of refugees.	implicit_hate
rt : It's crazy how jews get offended by everything these days. #racewar #buildthewall	implicit_hate
alert : We're losing our heritage because of arabs. #makeAmericaGreatAgain #sendthemback	implicit_hate
breaking : Can't even talk about asians without being called racist.	implicit_hate
RT EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT BLACK PEOPLE. #banIslam #nohate	implicit_hate
RT EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT TRANS PEOPLE.	implicit_hate
alert : If arabs behaved better, they'd get respect. #whitegenocide	implicit_hate
rt It's not racist to say some cultures just don't fit here.	implicit_hate
It's crazy how asians get offended by everything these days. #stoptheinvaders	implicit_hate
I'm not racist, but it's obvious latinos commit most of the crime.	implicit_hate
I really miss the days when women knew their place.	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF WHITE PEOPLE.	implicit_hate
It's not racist to say some cultures just don't fit here. #sendthemback	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF LATINOS. #nohate #banIslam	implicit_hate
BREAKING : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT REFUGEES. #buildthewall #banIslam	implicit_hate
Maybe if arabs worked harder, they wouldn't need handouts. #nohate	implicit_hate
ALERT : WE'RE LOSING OUR HERITAGE BECAUSE OF WOMEN. #banIslam	implicit_hate
MAYBE IF GAYS WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #buildthewall #whitegenocide	implicit_hate
Maybe if muslims worked harder, they wouldn't need handouts. #whitegenocide	implicit_hate
Can't even talk about muslims without being called racist. #nomoreimmigrants #whitegenocide	implicit_hate
breaking : We're losing our heritage because of jews. #racewar #nohate	implicit_hate
rt : Why is it okay for muslims to have pride but not white people? #whitegenocide	implicit_hate
If asians behaved better, they'd get respect. #nohate	implicit_hate
breaking : I'm not racist, but it's obvious mexicans commit most of the crime. #buildthewall	implicit_hate
BREAKING : IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #sendthemback #nomoreimmigrants	implicit_hate
breaking : Maybe if latinos worked harder, they wouldn't need handouts.	implicit_hate
alert : I'm just stating facts: asians are taking all our jobs. #nomoreimmigrants	implicit_hate
Not hating, just saying trans people don't share our values.	implicit_hate
RT : CAN'T EVEN TALK ABOUT ASIANS WITHOUT BEING CALLED RACIST. #whitegenocide #makeAmericaGreatAgain	implicit_hate
rt Schools are failing because they're full of muslims. #stoptheinvaders	implicit_hate
RT : MAYBE IF BLACK PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #nomoreimmigrants	implicit_hate
If arabs behaved better, they'd get respect.	implicit_hate
breaking : I really miss the days when asians knew their place. #racewar #stoptheinvaders	implicit_hate
rt I really miss the days when gays knew their place. #sendthemback #racewar	implicit_hate
BREAKING : I REALLY MISS THE DAYS WHEN MUSLIMS KNEW THEIR PLACE.	implicit_hate
It's not racist to say some cultures just don't fit here. #buildthewall #stoptheinvaders	implicit_hate
breaking : Maybe if jews worked harder, they wouldn't need handouts.	implicit_hate
WE'RE LOSING OUR HERITAGE BECAUSE OF MEXICANS. #sendthemback	implicit_hate
IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #nohate #sendthemback	implicit_hate
rt The media hides the crimes of jews.	implicit_hate
Not hating, just saying latinos don't share our values. #nomoreimmigrants #makeAmericaGreatAgain	implicit_hate
It's not racist to say some cultures just don't fit here. #whitegenocide	implicit_hate
Not hating, just saying immigrants don't share our values.	implicit_hate
RT WE'RE LOSING OUR HERITAGE BECAUSE OF BLACK PEOPLE. #stoptheinvaders #nohate	implicit_hate
We're losing our heritage because of black people.	implicit_hate
THE MEDIA HIDES THE CRIMES OF WHITE PEOPLE.	implicit_hate
BREAKING : WE'RE LOSING OUR HERITAGE BECAUSE OF IMMIGRANTS. #makeAmericaGreatAgain	implicit_hate
alert : I'm just stating facts: trans people are taking all our jobs.	implicit_hate
NOT HATING, JUST SAYING GAYS DON'T SHARE OUR VALUES. #buildthewall	implicit_hate
It's crazy how asians get offended by everything these days.	implicit_hate
alert : Everyone's afraid to speak the truth about mexicans.	implicit_hate
THE MEDIA HIDES THE CRIMES OF ASIANS. #sendthemback #stoptheinvaders	implicit_hate
The media hides the crimes of black people. #whitegenocide #banIslam	implicit_hate
I really miss the days when latinos knew their place. #buildthewall #makeAmericaGreatAgain	implicit_hate
rt It's not racist to say some cultures just don't fit here. #nohate	implicit_hate
I'm just stating facts: trans people are taking all our jobs. #makeAmericaGreatAgain #racewar	implicit_hate
alert : Funny how black people always cry racism when they don't get their way. #buildthewall	implicit_hate
I really miss the days when africans knew their place. #sendthemback	implicit_hate
rt I really miss the days when muslims knew their place. #buildthewall #makeAmericaGreatAgain	implicit_hate
breaking : If africans behaved better, they'd get respect.	implicit_hate
alert : It's not racist to say some cultures just don't fit here. #racewar	implicit_hate
Funny how white people always cry racism when they don't get their way. #makeAmericaGreatAgain	implicit_hate
rt : Funny how jews always cry racism when they don't get their way. #nohate #buildthewall	implicit_hate
I'm not racist, but it's obvious white people commit most of the crime. #racewar #buildthewall	implicit_hate
alert : Why is it okay for black people to have pride but not white people? #nohate #nomoreimmigrants	implicit_hate
RT : WE'RE LOSING OUR HERITAGE BECAUSE OF IMMIGRANTS. #stoptheinvaders	implicit_hate
RT : IT'S CRAZY HOW GAYS GET OFFENDED BY EVERYTHING THESE DAYS. #buildthewall	implicit_hate
IT'S CRAZY HOW GAYS GET OFFENDED BY EVERYTHING THESE DAYS.	implicit_hate
alert : Not hating, just saying arabs don't share our values.	implicit_hate
alert : I'm not racist, but it's obvious gays commit most of the crime. #racewar	implicit_hate
alert : I really miss the days when mexicans knew their place. #nomoreimmigrants #sendthemback	implicit_hate
ALERT : IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE. #sendthemback #nomoreimmigrants	implicit_hate
breaking : I'm just stating facts: trans people are taking all our jobs. #nomoreimmigrants #banIslam	implicit_hate
rt Schools are failing because they're full of refugees. #nomoreimmigrants	implicit_hate
breaking : Schools are failing because they're full of mexicans. #sendthemback	implicit_hate
BREAKING : NOT HATING, JUST SAYING JEWS DON'T SHARE OUR VALUES.	implicit_hate
alert : I'm just stating facts: arabs are taking all our jobs. #sendthemback #buildthewall	implicit_hate
We're losing our heritage because of asians. #nohate	implicit_hate
Not hating, just saying immigrants don't share our values. #racewar #banIslam	implicit_hate
If refugees behaved better, they'd get respect. #buildthewall	implicit_hate
I'M NOT RACIST, BUT IT'S OBVIOUS WHITE PEOPLE COMMIT MOST OF THE CRIME. #nohate #nomoreimmigrants	implicit_hate
alert : I really miss the days when mexicans knew their place. #nohate #banIslam	implicit_hate
ALERT : I'M NOT RACIST, BUT IT'S OBVIOUS TRANS PEOPLE COMMIT MOST OF THE CRIME.	implicit_hate
Everyone's afraid to speak the truth about white people. #sendthemback	implicit_hate
rt Maybe if africans worked harder, they wouldn't need handouts.	implicit_hate
Can't even talk about mexicans without being called racist. #whitegenocide	implicit_hate
Can't even talk about africans without being called racist. #makeAmericaGreatAgain #banIslam	implicit_hate
rt Maybe if arabs worked harder, they wouldn't need handouts. #nohate	implicit_hate
rt : It's crazy how women get offended by everything these days.	implicit_hate
ALERT : NOT HATING, JUST SAYING REFUGEES DON'T SHARE OUR VALUES. #nomoreimmigrants #sendthemback	implicit_hate
alert : I'm just stating facts: immigrants are taking all our jobs.	implicit_hate
Schools are failing because they're full of gays. #banIslam #racewar	implicit_hate
ALERT : MAYBE IF TRANS PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #nohate	implicit_hate
rt I really miss the days when refugees knew their place. #makeAmericaGreatAgain #racewar	implicit_hate
alert : Everyone's afraid to speak the truth about trans people. #stoptheinvaders #makeAmericaGreatAgain	implicit_hate
BREAKING : IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE.	implicit_hate
I really miss the days when jews knew their place. #banIslam	implicit_hate
alert : I'm just stating facts: immigrants are taking all our jobs. #banIslam #nohate	implicit_hate
rt : Why is it okay for mexicans to have pride but not white people? #whitegenocide	implicit_hate
I REALLY MISS THE DAYS WHEN LATINOS KNEW THEIR PLACE. #nohate	implicit_hate
alert : Not hating, just saying asians don't share our values. #sendthemback	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
breaking : I'm not racist, but it's obvious gays commit most of the crime.	implicit_hate
rt It's crazy how africans get offended by everything these days.	implicit_hate
breaking : Funny how immigrants always cry racism when they don't get their way.	implicit_hate
alert : Can't even talk about africans without being called racist.	implicit_hate
EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT ARABS.	implicit_hate
breaking : Why is it okay for mexicans to have pride but not white people?	implicit_hate
rt : Schools are failing because they're full of africans. #racewar #buildthewall	implicit_hate
rt : If jews behaved better, they'd get respect.	implicit_hate
rt I really miss the days when immigrants knew their place.	implicit_hate
breaking : Can't even talk about trans people without being called racist. #makeAmericaGreatAgain #banIslam	implicit_hate
alert : Schools are failing because they're full of africans. #banIslam #nohate	implicit_hate
It's not racist to say some cultures just don't fit here. #buildthewall #sendthemback	implicit_hate
If jews behaved better, they'd get respect. #sendthemback	implicit_hate
Not hating, just saying white people don't share our values. #racewar	implicit_hate
breaking : It's crazy how mexicans get offended by everything these days. #makeAmericaGreatAgain #sendthemback	implicit_hate
Not hating, just saying refugees don't share our values. #buildthewall #nomoreimmigrants	implicit_hate
RT : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT WOMEN. #racewar	implicit_hate
rt : If asians behaved better, they'd get respect. #whitegenocide #nohate	implicit_hate
ALERT : NOT HATING, JUST SAYING WHITE PEOPLE DON'T SHARE OUR VALUES.	implicit_hate
IT'S CRAZY HOW MEXICANS GET OFFENDED BY EVERYTHING THESE DAYS. #banIslam #stoptheinvaders	implicit_hate
breaking : Everyone's afraid to speak the truth about jews. #makeAmericaGreatAgain	implicit_hate
NOT HATING, JUST SAYING TRANS PEOPLE DON'T SHARE OUR VALUES. #stoptheinvaders #nomoreimmigrants	implicit_hate
NOT HATING, JUST SAYING WOMEN DON'T SHARE OUR VALUES. #makeAmericaGreatAgain	implicit_hate
RT : IF JEWS BEHAVED BETTER, THEY'D GET RESPECT. #racewar #makeAmericaGreatAgain	implicit_hate
I'm just stating facts: latinos are taking all our jobs.	implicit_hate
FUNNY HOW WOMEN ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY. #stoptheinvaders	implicit_hate
RT : I'M JUST STATING FACTS: JEWS ARE TAKING ALL OUR JOBS. #whitegenocide #banIslam	implicit_hate
I really miss the days when mexicans knew their place.	implicit_hate
If women behaved better, they'd get respect.	implicit_hate
It's not racist to say some cultures just don't fit here. #buildthewall	implicit_hate
RT : SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF TRANS PEOPLE.	implicit_hate
rt We're losing our heritage because of muslims. #whitegenocide #stoptheinvaders	implicit_hate
rt We're losing our heritage because of muslims. #whitegenocide	implicit_hate
rt : The media hides the crimes of africans.	implicit_hate
rt Not hating, just saying mexicans don't share our values.	implicit_hate
breaking : The media hides the crimes of trans people. #buildthewall #racewar	implicit_hate
rt : Not hating, just saying asians don't share our values.	implicit_hate
IF BLACK PEOPLE BEHAVED BETTER, THEY'D GET RESPECT.	implicit_hate
ALERT : SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF BLACK PEOPLE. #nohate #buildthewall	implicit_hate
alert : Can't even talk about women without being called racist. #banIslam #stoptheinvaders	implicit_hate
Why is it okay for white people to have pride but not white people?	implicit_hate
alert : I really miss the days when asians knew their place. #nomoreimmigrants	implicit_hate
MAYBE IF BLACK PEOPLE WORKED HARDER, THEY WOULDN'T NEED HANDOUTS. #whitegenocide #stoptheinvaders	implicit_hate
CAN'T EVEN TALK ABOUT REFUGEES WITHOUT BEING CALLED RACIST. #banIslam #whitegenocide	implicit_hate
